,Parcel ID,Address,date,price,yr_blt,sf,full_address,unique_ID,price_sf,sale_year,year,month,year-month
28559,065-03016008,622 GARDNER RD,2022-04-25,460000.0,2021,3560,"622 GARDNER RD Henry County, GA",065-03016008-4/25/2022-460000.0,129.2134831460674,2022,2022,4,2022-4
28560,139B01107000,95 LAKESPRINGS DR,2022-04-25,415000.0,2016,2894,"95 LAKESPRINGS DR Henry County, GA",139B01107000-4/25/2022-415000.0,143.4001382170007,2022,2022,4,2022-4
28561,143-01021001,1901 OLD JACKSON RD,2022-04-25,376000.0,2019,1994,"1901 OLD JACKSON RD Henry County, GA",143-01021001-4/25/2022-376000.0,188.56569709127382,2022,2022,4,2022-4
28562,S10-05029000,102 LANDOVER DR,2022-04-25,247000.0,1980,1470,"102 LANDOVER DR Henry County, GA",S10-05029000-4/25/2022-247000.0,168.02721088435374,2022,2022,4,2022-4
28563,146D01172000,468 GROVE PARK DR,2022-04-25,295000.0,2001,2216,"468 GROVE PARK DR Henry County, GA",146D01172000-4/25/2022-295000.0,133.12274368231047,2022,2022,4,2022-4
28564,074D01847000,3628 MOON CREST DR,2022-04-25,380000.0,2020,2529,"3628 MOON CREST DR Henry County, GA",074D01847000-4/25/2022-380000.0,150.2570185844207,2022,2022,4,2022-4
28565,121-01006001,141 ELLIOTT RD,2022-04-25,424900.0,2005,2966,"141 ELLIOTT RD Henry County, GA",121-01006001-4/25/2022-424900.0,143.25691166554282,2022,2022,4,2022-4
28566,143D01032000,1490 COAN DR,2022-04-25,335000.0,2002,1651,"1490 COAN DR Henry County, GA",143D01032000-4/25/2022-335000.0,202.90732889158085,2022,2022,4,2022-4
28567,167B01026000,205 ALBERTAS CT,2022-04-25,374000.0,2003,2210,"205 ALBERTAS CT Henry County, GA",167B01026000-4/25/2022-374000.0,169.23076923076923,2022,2022,4,2022-4
28568,031J01004000,472 HAVEN RIDGE DR,2022-04-25,305000.0,2001,1960,"472 HAVEN RIDGE DR Henry County, GA",031J01004000-4/25/2022-305000.0,155.6122448979592,2022,2022,4,2022-4
28569,031T01292000,1040 AYRSHIRE DR,2022-04-25,416300.0,2021,3192,"1040 AYRSHIRE DR Henry County, GA",031T01292000-4/25/2022-416300.0,130.41979949874687,2022,2022,4,2022-4
28570,063A08010000,181 FOREST PL,2022-04-25,301400.0,1991,1424,"181 FOREST PL Henry County, GA",063A08010000-4/25/2022-301400.0,211.6573033707865,2022,2022,4,2022-4
28571,097E01126000,148 ARABELLA PKWY,2022-04-25,490000.0,2020,3234,"148 ARABELLA PKWY Henry County, GA",097E01126000-4/25/2022-490000.0,151.5151515151515,2022,2022,4,2022-4
28572,120C01025000,152 CLASSICA DR,2022-04-25,561300.0,2021,3985,"152 CLASSICA DR Henry County, GA",120C01025000-4/25/2022-561300.0,140.85319949811793,2022,2022,4,2022-4
28574,074D01423000,2909 WARWICK CT,2022-04-22,334000.0,2019,1988,"2909 WARWICK CT Henry County, GA",074D01423000-4/22/2022-334000.0,168.00804828973844,2022,2022,4,2022-4
28575,088-01010002,395 PRICE QUARTERS RD,2022-04-22,320000.0,1997,1780,"395 PRICE QUARTERS RD Henry County, GA",088-01010002-4/22/2022-320000.0,179.77528089887642,2022,2022,4,2022-4
28576,118B01147000,815 STREAMSIDE DR,2022-04-22,587000.0,2001,3274,"815 STREAMSIDE DR Henry County, GA",118B01147000-4/22/2022-587000.0,179.29138668295664,2022,2022,4,2022-4
28577,135E01141000,1607 WOODRIDGE BND,2022-04-22,395000.0,2000,2443,"1607 WOODRIDGE BND Henry County, GA",135E01141000-4/22/2022-395000.0,161.68645108473189,2022,2022,4,2022-4
28578,176A01019000,1117 PATTON WAY,2022-04-22,312700.0,2001,1893,"1117 PATTON WAY Henry County, GA",176A01019000-4/22/2022-312700.0,165.18753301637614,2022,2022,4,2022-4
28579,031F01244000,208 ERNESTINE WAY,2022-04-22,249600.0,2003,1595,"208 ERNESTINE WAY Henry County, GA",031F01244000-4/22/2022-249600.0,156.48902821316614,2022,2022,4,2022-4
28580,031T01171000,219 BRODER FARMS DR,2022-04-22,353200.0,2021,2696,"219 BRODER FARMS DR Henry County, GA",031T01171000-4/22/2022-353200.0,131.00890207715133,2022,2022,4,2022-4
28581,051G01044000,433 ABBEY SPRINGS WAY,2022-04-22,650000.0,2002,2881,"433 ABBEY SPRINGS WAY Henry County, GA",051G01044000-4/22/2022-650000.0,225.61610551891704,2022,2022,4,2022-4
28583,073H01027000,832 HARVEY ST,2022-04-22,365100.0,2021,3176,"832 HARVEY ST Henry County, GA",073H01027000-4/22/2022-365100.0,114.955919395466,2022,2022,4,2022-4
28584,103L01028000,408 SAFFRON LN,2022-04-22,540900.0,2021,3779,"408 SAFFRON LN Henry County, GA",103L01028000-4/22/2022-540900.0,143.13310399576608,2022,2022,4,2022-4
28585,146E01018000,258 ROBERTS TRL,2022-04-22,280000.0,2002,1349,"258 ROBERTS TRL Henry County, GA",146E01018000-4/22/2022-280000.0,207.56115641215715,2022,2022,4,2022-4
28586,031T01169000,227 BRODER FARMS DR,2022-04-22,340000.0,2021,2348,"227 BRODER FARMS DR Henry County, GA",031T01169000-4/22/2022-340000.0,144.80408858603067,2022,2022,4,2022-4
28587,048A02019000,140 THOMPSON BLVD,2022-04-22,272100.0,1986,1934,"140 THOMPSON BLVD Henry County, GA",048A02019000-4/22/2022-272100.0,140.6928645294726,2022,2022,4,2022-4
28588,054H01003000,109 HIMALAYA WAY,2022-04-22,461100.0,2021,3122,"109 HIMALAYA WAY Henry County, GA",054H01003000-4/22/2022-461100.0,147.69378603459322,2022,2022,4,2022-4
28590,105B01046000,919 STONE RDG,2022-04-22,395000.0,1997,3438,"919 STONE RDG Henry County, GA",105B01046000-4/22/2022-395000.0,114.89237929028505,2022,2022,4,2022-4
28591,123F01195000,1204 POLK XING,2022-04-22,375000.0,2004,2123,"1204 POLK XING Henry County, GA",123F01195000-4/22/2022-375000.0,176.63683466792276,2022,2022,4,2022-4
28592,126-01040051,107 COAN DR,2022-04-22,240000.0,1990,1465,"107 COAN DR Henry County, GA",126-01040051-4/22/2022-240000.0,163.82252559726962,2022,2022,4,2022-4
28593,153A01026000,95 THE FARM RD,2022-04-22,395500.0,1996,2136,"95 THE FARM RD Henry County, GA",153A01026000-4/22/2022-395500.0,185.15917602996254,2022,2022,4,2022-4
28594,005A01094000,442 LIMERICK WAY,2022-04-22,295000.0,2005,2418,"442 LIMERICK WAY Henry County, GA",005A01094000-4/22/2022-295000.0,122.00165425971878,2022,2022,4,2022-4
28595,024E01129000,280 EXPEDITION DR,2022-04-22,403000.0,2021,3122,"280 EXPEDITION DR Henry County, GA",024E01129000-4/22/2022-403000.0,129.0839205637412,2022,2022,4,2022-4
28596,031T01226000,1565 BRANGUS DR,2022-04-22,355600.0,2021,2696,"1565 BRANGUS DR Henry County, GA",031T01226000-4/22/2022-355600.0,131.89910979228486,2022,2022,4,2022-4
28597,035M01252000,325 AMSTERDAM WAY,2022-04-22,360400.0,2021,2592,"325 AMSTERDAM WAY Henry County, GA",035M01252000-4/22/2022-360400.0,139.04320987654322,2022,2022,4,2022-4
28599,148B01009000,202 INDIAN SPRING DR,2022-04-22,320000.0,1999,1814,"202 INDIAN SPRING DR Henry County, GA",148B01009000-4/22/2022-320000.0,176.40573318632855,2022,2022,4,2022-4
28600,046D01004000,45 OLD LANTERN DR,2022-04-22,295000.0,1982,1904,"45 OLD LANTERN DR Henry County, GA",046D01004000-4/22/2022-295000.0,154.93697478991598,2022,2022,4,2022-4
28601,054F01070000,416 FREDRICK DR,2022-04-22,333100.0,2019,2536,"416 FREDRICK DR Henry County, GA",054F01070000-4/22/2022-333100.0,131.34858044164037,2022,2022,4,2022-4
28602,071E01044000,434 HEATHCLIFF CT,2022-04-22,380500.0,1998,2226,"434 HEATHCLIFF CT Henry County, GA",071E01044000-4/22/2022-380500.0,170.93441150044924,2022,2022,4,2022-4
28603,073H01025000,824 HARVEY ST,2022-04-22,338100.0,2021,2615,"824 HARVEY ST Henry County, GA",073H01025000-4/22/2022-338100.0,129.29254302103251,2022,2022,4,2022-4
28604,076A01019000,170 IVY TRCE,2022-04-22,330000.0,2001,2349,"170 IVY TRCE Henry County, GA",076A01019000-4/22/2022-330000.0,140.485312899106,2022,2022,4,2022-4
28606,146D01066000,388 JASMINE DR,2022-04-22,231000.0,1996,1359,"388 JASMINE DR Henry County, GA",146D01066000-4/22/2022-231000.0,169.97792494481237,2022,2022,4,2022-4
28607,146F01140000,901 TIBURON CT,2022-04-22,332400.0,2021,2736,"901 TIBURON CT Henry County, GA",146F01140000-4/22/2022-332400.0,121.49122807017544,2022,2022,4,2022-4
28609,176B01074000,400 BUSHELL DR,2022-04-22,501800.0,2021,3821,"400 BUSHELL DR Henry County, GA",176B01074000-4/22/2022-501800.0,131.3268777806857,2022,2022,4,2022-4
28610,018A01030000,328 DUCK DR,2022-04-22,415000.0,2005,2890,"328 DUCK DR Henry County, GA",018A01030000-4/22/2022-415000.0,143.59861591695503,2022,2022,4,2022-4
28611,026-01022000,2131 EAST ATLANTA RD,2022-04-22,306500.0,1986,1324,"2131 EAST ATLANTA RD Henry County, GA",026-01022000-4/22/2022-306500.0,231.49546827794563,2022,2022,4,2022-4
28612,106D01050000,701 CAMS CRK,2022-04-22,440000.0,2021,3910,"701 CAMS CRK Henry County, GA",106D01050000-4/22/2022-440000.0,112.53196930946291,2022,2022,4,2022-4
28613,007B01052000,213 RAY MNR,2022-04-22,297000.0,2003,1832,"213 RAY MNR Henry County, GA",007B01052000-4/22/2022-297000.0,162.117903930131,2022,2022,4,2022-4
28614,051G01069000,126 BAYBERRY HLS,2022-04-22,585000.0,1998,2538,"126 BAYBERRY HLS Henry County, GA",051G01069000-4/22/2022-585000.0,230.4964539007092,2022,2022,4,2022-4
28615,074D01153000,1459 WORCESTER TRL,2022-04-22,442500.0,2019,2993,"1459 WORCESTER TRL Henry County, GA",074D01153000-4/22/2022-442500.0,147.84497160040092,2022,2022,4,2022-4
28616,074D01328000,388 EMPORIA LOOP,2022-04-22,350000.0,2019,1834,"388 EMPORIA LOOP Henry County, GA",074D01328000-4/22/2022-350000.0,190.83969465648855,2022,2022,4,2022-4
28617,082-02017000,219 FLAT SHOALS CHURCH RD,2022-04-22,391900.0,1986,1979,"219 FLAT SHOALS CHURCH RD Henry County, GA",082-02017000-4/22/2022-391900.0,198.02930773117737,2022,2022,4,2022-4
28618,107B01001000,101 MADISON GRACE AVE,2022-04-22,425000.0,2018,3039,"101 MADISON GRACE AVE Henry County, GA",107B01001000-4/22/2022-425000.0,139.84863441921684,2022,2022,4,2022-4
28619,110B01086000,2122 GRANT AVE,2022-04-22,321000.0,2004,2442,"2122 GRANT AVE Henry County, GA",110B01086000-4/22/2022-321000.0,131.44963144963145,2022,2022,4,2022-4
28620,110C01141000,164 SHENANDOAH DR,2022-04-22,550000.0,2018,3046,"164 SHENANDOAH DR Henry County, GA",110C01141000-4/22/2022-550000.0,180.56467498358504,2022,2022,4,2022-4
28621,118B01039000,203 COTTON CREEK CT,2022-04-22,489000.0,1997,2664,"203 COTTON CREEK CT Henry County, GA",118B01039000-4/22/2022-489000.0,183.55855855855856,2022,2022,4,2022-4
28622,120A01089000,744 COUNTRY LAKE CT,2022-04-22,279100.0,1995,1543,"744 COUNTRY LAKE CT Henry County, GA",120A01089000-4/22/2022-279100.0,180.88139987038238,2022,2022,4,2022-4
28623,131A01037000,1147 HARTWELL RD,2022-04-22,415000.0,2019,2556,"1147 HARTWELL RD Henry County, GA",131A01037000-4/22/2022-415000.0,162.36306729264476,2022,2022,4,2022-4
28624,165B01018000,134 LYNNVIEW CT,2022-04-22,320000.0,2001,2276,"134 LYNNVIEW CT Henry County, GA",165B01018000-4/22/2022-320000.0,140.597539543058,2022,2022,4,2022-4
28625,016C01024000,570 MORGAN CT,2022-04-21,349000.0,1995,2085,"570 MORGAN CT Henry County, GA",016C01024000-4/21/2022-349000.0,167.38609112709833,2022,2022,4,2022-4
28626,031T01290000,647 DAIRY DR,2022-04-21,413600.0,2021,3268,"647 DAIRY DR Henry County, GA",031T01290000-4/21/2022-413600.0,126.56058751529987,2022,2022,4,2022-4
28627,035M01077000,324 AMSTERDAM WAY,2022-04-21,357400.0,2021,2564,"324 AMSTERDAM WAY Henry County, GA",035M01077000-4/21/2022-357400.0,139.39157566302652,2022,2022,4,2022-4
28628,047C02090000,117 BELAIR LN,2022-04-21,281800.0,1978,2338,"117 BELAIR LN Henry County, GA",047C02090000-4/21/2022-281800.0,120.53036783575706,2022,2022,4,2022-4
28629,176B01042000,405 BUSHELL DR,2022-04-21,466400.0,2021,3794,"405 BUSHELL DR Henry County, GA",176B01042000-4/21/2022-466400.0,122.93094359515024,2022,2022,4,2022-4
28630,M06A01189000,4191 MONARCH DR,2022-04-21,265100.0,1999,1582,"4191 MONARCH DR Henry County, GA",M06A01189000-4/21/2022-265100.0,167.57269279393174,2022,2022,4,2022-4
28631,074D01455000,313 EMPORIA LOOP,2022-04-21,352500.0,2020,1872,"313 EMPORIA LOOP Henry County, GA",074D01455000-4/21/2022-352500.0,188.30128205128204,2022,2022,4,2022-4
28632,102F01093000,129 OSIER DR,2022-04-21,467500.0,2021,4125,"129 OSIER DR Henry County, GA",102F01093000-4/21/2022-467500.0,113.33333333333333,2022,2022,4,2022-4
28633,145G01273000,124 OLIVER DR,2022-04-21,375000.0,2021,2503,"124 OLIVER DR Henry County, GA",145G01273000-4/21/2022-375000.0,149.82021574111067,2022,2022,4,2022-4
28634,124A02026000,91 ROSSER RD,2022-04-21,295000.0,1986,2175,"91 ROSSER RD Henry County, GA",124A02026000-4/21/2022-295000.0,135.632183908046,2022,2022,4,2022-4
28635,031T01245000,608 DAIRY DR,2022-04-21,337200.0,2021,2616,"608 DAIRY DR Henry County, GA",031T01245000-4/21/2022-337200.0,128.89908256880733,2022,2022,4,2022-4
28636,165-01037014,1293 BUTLERS BRIDGE RD,2022-04-21,565000.0,1999,2746,"1293 BUTLERS BRIDGE RD Henry County, GA",165-01037014-4/21/2022-565000.0,205.7538237436271,2022,2022,4,2022-4
28637,051F01187000,240 EAGLES LANDING WAY,2022-04-21,787000.0,1999,4237,"240 EAGLES LANDING WAY Henry County, GA",051F01187000-4/21/2022-787000.0,185.74463063488318,2022,2022,4,2022-4
28638,126-01022000,1439 SOUTH BETHANY RD,2022-04-21,540000.0,1972,2729,"1439 SOUTH BETHANY RD Henry County, GA",126-01022000-4/21/2022-540000.0,197.8746793697325,2022,2022,4,2022-4
28639,M18-01001000,205 DECATUR RD,2022-04-21,300000.0,1963,1818,"205 DECATUR RD Henry County, GA",M18-01001000-4/21/2022-300000.0,165.01650165016503,2022,2022,4,2022-4
28640,031J01063000,394 VISTA CREEK DR,2022-04-21,359000.0,2002,1903,"394 VISTA CREEK DR Henry County, GA",031J01063000-4/21/2022-359000.0,188.64950078822912,2022,2022,4,2022-4
28641,031T01288000,639 DAIRY DR,2022-04-21,410200.0,2021,3036,"639 DAIRY DR Henry County, GA",031T01288000-4/21/2022-410200.0,135.11198945981553,2022,2022,4,2022-4
28642,035F02087000,4049 ROTTERDAM PASS,2022-04-21,466400.0,2021,3270,"4049 ROTTERDAM PASS Henry County, GA",035F02087000-4/21/2022-466400.0,142.62996941896026,2022,2022,4,2022-4
28643,044D01048000,137 SAINT MARKS DR,2022-04-21,465000.0,2001,2950,"137 SAINT MARKS DR Henry County, GA",044D01048000-4/21/2022-465000.0,157.6271186440678,2022,2022,4,2022-4
28644,024E01127000,288 EXPEDITION DR,2022-04-21,391900.0,2021,3092,"288 EXPEDITION DR Henry County, GA",024E01127000-4/21/2022-391900.0,126.74644243208279,2022,2022,4,2022-4
28645,100F01059000,123 BARCLAY DR,2022-04-20,790000.0,2019,4214,"123 BARCLAY DR Henry County, GA",100F01059000-4/20/2022-790000.0,187.4703369719981,2022,2022,4,2022-4
28646,103L01048000,160 CAMDALE CT,2022-04-20,431800.0,2021,2661,"160 CAMDALE CT Henry County, GA",103L01048000-4/20/2022-431800.0,162.26982337467118,2022,2022,4,2022-4
28647,134B01024000,525 OWENS SPRING LN,2022-04-20,285000.0,1996,1425,"525 OWENS SPRING LN Henry County, GA",134B01024000-4/20/2022-285000.0,200.0,2022,2022,4,2022-4
28648,144B01095000,328 ANNIE LN,2022-04-20,285000.0,1997,1372,"328 ANNIE LN Henry County, GA",144B01095000-4/20/2022-285000.0,207.7259475218659,2022,2022,4,2022-4
28649,178B01023000,186 NETTIE LN,2022-04-20,420000.0,2006,2284,"186 NETTIE LN Henry County, GA",178B01023000-4/20/2022-420000.0,183.8879159369527,2022,2022,4,2022-4
28650,074E01012000,145 SWINDON DR,2022-04-20,292900.0,2021,1488,"145 SWINDON DR Henry County, GA",074E01012000-4/20/2022-292900.0,196.84139784946237,2022,2022,4,2022-4
28652,167A01063000,1403 SCHLEY PL,2022-04-20,377000.0,2004,2377,"1403 SCHLEY PL Henry County, GA",167A01063000-4/20/2022-377000.0,158.60328144720236,2022,2022,4,2022-4
28654,084B01208000,546 MCKENZIE AVE,2022-04-20,390000.0,1997,2688,"546 MCKENZIE AVE Henry County, GA",084B01208000-4/20/2022-390000.0,145.08928571428572,2022,2022,4,2022-4
28655,092C01007000,310 FALLVIEW DR,2022-04-20,215000.0,1999,1391,"310 FALLVIEW DR Henry County, GA",092C01007000-4/20/2022-215000.0,154.56506110711717,2022,2022,4,2022-4
28656,092C01134000,690 BEAVER RUN TRCE,2022-04-20,247800.0,1995,1312,"690 BEAVER RUN TRCE Henry County, GA",092C01134000-4/20/2022-247800.0,188.8719512195122,2022,2022,4,2022-4
28657,105G01120000,233 PROMINENT LOOP,2022-04-20,314900.0,2006,1867,"233 PROMINENT LOOP Henry County, GA",105G01120000-4/20/2022-314900.0,168.66630958757364,2022,2022,4,2022-4
28658,005A01108000,473 LIMERICK WAY,2022-04-20,276800.0,2005,2171,"473 LIMERICK WAY Henry County, GA",005A01108000-4/20/2022-276800.0,127.4988484569323,2022,2022,4,2022-4
28659,031T01209000,1508 BRANGUS DR,2022-04-20,337400.0,2021,2526,"1508 BRANGUS DR Henry County, GA",031T01209000-4/20/2022-337400.0,133.57086302454474,2022,2022,4,2022-4
28660,105F01179000,626 PIPKIN DR,2022-04-20,409300.0,2005,2907,"626 PIPKIN DR Henry County, GA",105F01179000-4/20/2022-409300.0,140.79807361541108,2022,2022,4,2022-4
28661,123A01023000,205 WELLINGTON DR,2022-04-20,220000.0,1977,1865,"205 WELLINGTON DR Henry County, GA",123A01023000-4/20/2022-220000.0,117.96246648793566,2022,2022,4,2022-4
28662,021G01034000,223 CABIN WAY,2022-04-20,429100.0,2021,3362,"223 CABIN WAY Henry County, GA",021G01034000-4/20/2022-429100.0,127.63236168947056,2022,2022,4,2022-4
28663,067B01071000,135 COWAN TRL,2022-04-20,315000.0,1992,2414,"135 COWAN TRL Henry County, GA",067B01071000-4/20/2022-315000.0,130.48881524440762,2022,2022,4,2022-4
28664,030D01168000,813 WINSAP DR,2022-04-19,312500.0,2005,2049,"813 WINSAP DR Henry County, GA",030D01168000-4/19/2022-312500.0,152.51342118106393,2022,2022,4,2022-4
28665,103-01020005,183 JOHN ELLIOTT RD,2022-04-19,310000.0,1986,1404,"183 JOHN ELLIOTT RD Henry County, GA",103-01020005-4/19/2022-310000.0,220.79772079772079,2022,2022,4,2022-4
28666,M19A01035000,3065 SOMERSET DR,2022-04-19,339000.0,1994,1983,"3065 SOMERSET DR Henry County, GA",M19A01035000-4/19/2022-339000.0,170.95310136157337,2022,2022,4,2022-4
28667,108-01014052,240 IRIS LAKE RD,2022-04-19,464200.0,2021,2746,"240 IRIS LAKE RD Henry County, GA",108-01014052-4/19/2022-464200.0,169.04588492352514,2022,2022,4,2022-4
28668,031T01253000,640 DAIRY DR,2022-04-19,319800.0,2021,1900,"640 DAIRY DR Henry County, GA",031T01253000-4/19/2022-319800.0,168.31578947368422,2022,2022,4,2022-4
28669,066B02041000,70 BURNT HICKORY CT,2022-04-19,255000.0,1984,1752,"70 BURNT HICKORY CT Henry County, GA",066B02041000-4/19/2022-255000.0,145.54794520547946,2022,2022,4,2022-4
28670,069D01141000,917 NEEDLETOP CT,2022-04-19,406500.0,2003,2679,"917 NEEDLETOP CT Henry County, GA",069D01141000-4/19/2022-406500.0,151.7357222844345,2022,2022,4,2022-4
28671,010-01019000,396 MINTER DR,2022-04-19,520000.0,1974,2212,"396 MINTER DR Henry County, GA",010-01019000-4/19/2022-520000.0,235.08137432188065,2022,2022,4,2022-4
28672,035C01501000,215 CRYSTAL LAKE BLVD,2022-04-19,657400.0,2021,4280,"215 CRYSTAL LAKE BLVD Henry County, GA",035C01501000-4/19/2022-657400.0,153.5981308411215,2022,2022,4,2022-4
28673,036A01026000,160 ARCHSTONE SQ,2022-04-19,635000.0,2016,3159,"160 ARCHSTONE SQ Henry County, GA",036A01026000-4/19/2022-635000.0,201.01297879075656,2022,2022,4,2022-4
28674,052A01062000,108 ROYAL BURGESS WAY,2022-04-19,445000.0,1989,2560,"108 ROYAL BURGESS WAY Henry County, GA",052A01062000-4/19/2022-445000.0,173.828125,2022,2022,4,2022-4
28675,058B01203000,321 KALEB CT,2022-04-19,315000.0,2003,2586,"321 KALEB CT Henry County, GA",058B01203000-4/19/2022-315000.0,121.80974477958236,2022,2022,4,2022-4
28676,108-01014054,260 IRIS LAKE RD,2022-04-19,455000.0,2021,2811,"260 IRIS LAKE RD Henry County, GA",108-01014054-4/19/2022-455000.0,161.86410530060476,2022,2022,4,2022-4
28677,123-01068000,470 LAKE DOW RD,2022-04-19,380000.0,2021,2384,"470 LAKE DOW RD Henry County, GA",123-01068000-4/19/2022-380000.0,159.39597315436242,2022,2022,4,2022-4
28678,176B01078000,108 LAVENDER WAY,2022-04-19,453600.0,2021,2946,"108 LAVENDER WAY Henry County, GA",176B01078000-4/19/2022-453600.0,153.9714867617108,2022,2022,4,2022-4
28679,008E01041000,1134 OAK HOLLOW LN,2022-04-19,298000.0,2006,2847,"1134 OAK HOLLOW LN Henry County, GA",008E01041000-4/19/2022-298000.0,104.67158412363892,2022,2022,4,2022-4
28680,071I01272000,968 MAPLE LEAF DR,2022-04-19,395000.0,2003,2726,"968 MAPLE LEAF DR Henry County, GA",071I01272000-4/19/2022-395000.0,144.90095377842994,2022,2022,4,2022-4
28682,176-01010002,687 SANDY RIDGE RD,2022-04-19,409000.0,2021,2796,"687 SANDY RIDGE RD Henry County, GA",176-01010002-4/19/2022-409000.0,146.28040057224607,2022,2022,4,2022-4
28683,016A01029000,134 SHORELINE WAY,2022-04-18,331000.0,1993,2010,"134 SHORELINE WAY Henry County, GA",016A01029000-4/18/2022-331000.0,164.6766169154229,2022,2022,4,2022-4
28684,066B03013000,1573 FLAT ROCK RD,2022-04-18,306000.0,1980,1648,"1573 FLAT ROCK RD Henry County, GA",066B03013000-4/18/2022-306000.0,185.67961165048544,2022,2022,4,2022-4
28685,123H01113000,327 AMBLE-SIDE,2022-04-18,460000.0,2018,3331,"327 AMBLE-SIDE Henry County, GA",123H01113000-4/18/2022-460000.0,138.09666766736714,2022,2022,4,2022-4
28686,157-01052000,1477 LANEY RD,2022-04-18,255000.0,2021,1980,"1477 LANEY RD Henry County, GA",157-01052000-4/18/2022-255000.0,128.78787878787878,2022,2022,4,2022-4
28687,H06A01011000,10 JAMES ST APT 11A,2022-04-18,110000.0,1911,534,"10 JAMES ST APT 11A Henry County, GA",H06A01011000-4/18/2022-110000.0,205.99250936329588,2022,2022,4,2022-4
28688,109B01058000,408 BARTLETT WAY,2022-04-18,402900.0,2021,2805,"408 BARTLETT WAY Henry County, GA",109B01058000-4/18/2022-402900.0,143.63636363636363,2022,2022,4,2022-4
28689,122-01047000,265 ROCKY BRANCH DR,2022-04-18,315000.0,1987,1630,"265 ROCKY BRANCH DR Henry County, GA",122-01047000-4/18/2022-315000.0,193.25153374233128,2022,2022,4,2022-4
28690,165E01015000,257 RIVER RD,2022-04-18,465000.0,2005,2886,"257 RIVER RD Henry County, GA",165E01015000-4/18/2022-465000.0,161.12266112266113,2022,2022,4,2022-4
28691,065B04008000,220 MIMOSA LN,2022-04-18,250000.0,1974,1468,"220 MIMOSA LN Henry County, GA",065B04008000-4/18/2022-250000.0,170.29972752043597,2022,2022,4,2022-4
28692,066B03014000,5 CHIMNEY SMOKE DR,2022-04-18,260000.0,1978,1676,"5 CHIMNEY SMOKE DR Henry County, GA",066B03014000-4/18/2022-260000.0,155.13126491646779,2022,2022,4,2022-4
28693,126-01019000,1370 SOUTH BETHANY RD,2022-04-18,259900.0,1960,1310,"1370 SOUTH BETHANY RD Henry County, GA",126-01019000-4/18/2022-259900.0,198.3969465648855,2022,2022,4,2022-4
28694,145F01032000,939 GETTYSBURG WAY,2022-04-18,347300.0,2003,1890,"939 GETTYSBURG WAY Henry County, GA",145F01032000-4/18/2022-347300.0,183.75661375661375,2022,2022,4,2022-4
28695,177C01043000,504 GALLANTRY TRL,2022-04-18,280000.0,2001,1696,"504 GALLANTRY TRL Henry County, GA",177C01043000-4/18/2022-280000.0,165.0943396226415,2022,2022,4,2022-4
28696,144E01050000,315 CINNAMON BARK PASS,2022-04-18,485000.0,2017,3366,"315 CINNAMON BARK PASS Henry County, GA",144E01050000-4/18/2022-485000.0,144.08793820558526,2022,2022,4,2022-4
28697,031D01108000,477 VILLAGE CIR,2022-04-18,252000.0,1996,1353,"477 VILLAGE CIR Henry County, GA",031D01108000-4/18/2022-252000.0,186.25277161862527,2022,2022,4,2022-4
28698,080I01163000,7703 WATSON CIR,2022-04-18,487000.0,2009,4853,"7703 WATSON CIR Henry County, GA",080I01163000-4/18/2022-487000.0,100.35029878425716,2022,2022,4,2022-4
28699,109A01139000,804 AARONS CT,2022-04-18,270000.0,2006,1651,"804 AARONS CT Henry County, GA",109A01139000-4/18/2022-270000.0,163.5372501514234,2022,2022,4,2022-4
28700,119A01003000,105 CROWN SPRINGS DR,2022-04-18,367000.0,2002,2335,"105 CROWN SPRINGS DR Henry County, GA",119A01003000-4/18/2022-367000.0,157.17344753747324,2022,2022,4,2022-4
28701,110B01195000,5045 YANKEE DOODLE DR,2022-04-18,375000.0,2004,2454,"5045 YANKEE DOODLE DR Henry County, GA",110B01195000-4/18/2022-375000.0,152.8117359413203,2022,2022,4,2022-4
28702,116A01047000,365 WEDGEFIELD DR,2022-04-18,460000.0,1994,2934,"365 WEDGEFIELD DR Henry County, GA",116A01047000-4/18/2022-460000.0,156.78254942058624,2022,2022,4,2022-4
28703,139C01129000,1203 WALKER CT,2022-04-18,565000.0,2018,3170,"1203 WALKER CT Henry County, GA",139C01129000-4/18/2022-565000.0,178.2334384858044,2022,2022,4,2022-4
28704,176B01041000,401 BUSHELL DR,2022-04-18,434000.0,2021,3370,"401 BUSHELL DR Henry County, GA",176B01041000-4/18/2022-434000.0,128.7833827893175,2022,2022,4,2022-4
28705,019E01067000,349 M J MCCARTHY WAY,2022-04-18,387600.0,2014,3161,"349 M J MCCARTHY WAY Henry County, GA",019E01067000-4/18/2022-387600.0,122.61942423283772,2022,2022,4,2022-4
28706,022D01128000,357 COBBLESTONE CT,2022-04-18,325000.0,2006,2811,"357 COBBLESTONE CT Henry County, GA",022D01128000-4/18/2022-325000.0,115.61721807186055,2022,2022,4,2022-4
28707,090C01098000,412 CULLODEN MOOR DR,2022-04-18,410000.0,2018,4099,"412 CULLODEN MOOR DR Henry County, GA",090C01098000-4/18/2022-410000.0,100.0243961941937,2022,2022,4,2022-4
28708,138A01002000,105 CHRISTIE LN,2022-04-18,363500.0,1991,2868,"105 CHRISTIE LN Henry County, GA",138A01002000-4/18/2022-363500.0,126.74337517433752,2022,2022,4,2022-4
