,Parcel ID,county,date,year,month,year-month,price,yr_blt,sf,price_sf,lat,long,GEOID,Sub_geo
14864,104A01016000,"500 JANA LN Henry County, GA",11/15/22,2022,11,2022-11,247000,1989,1918,128.7799791,33.495633,-84.1386564,13151070208,McDonough
14866,104A01018000,"480 JANA LN Henry County, GA",1/15/21,2021,1,2021-1,225500,1989,1381,163.2874728,33.4956513,-84.1400302,13151070208,McDonough
14868,104A01023000,"430 JANA LN Henry County, GA",6/16/20,2020,6,2020-6,176000,1990,1548,113.6950904,33.4956547,-84.1428747,13151070208,McDonough
14870,137A01014000,"178 SIMEON DR Henry County, GA",7/28/21,2021,7,2021-7,260000,1993,2160,120.3703704,33.4956752,-84.0881819,13151070208,McDonough
14871,120B01056000,"408 WARREN WAY Henry County, GA",1/16/19,2019,1,2019-1,406500,2018,3899,104.2575019,33.4956804,-84.1125469,13151070208,McDonough
14874,137A01017000,"154 SIMEON DR Henry County, GA",10/20/22,2022,10,2022-10,305000,1993,1648,185.0728155,33.4957456,-84.0868667,13151070208,McDonough
14876,120-01037003,"1000 ELLIOTT RD Henry County, GA",4/5/19,2019,4,2019-4,455000,2005,3575,127.2727273,33.4957563,-84.117826,13151070208,McDonough
14878,137A01016000,"162 SIMEON DR Henry County, GA",11/19/18,2018,11,2018-11,186900,1994,1770,105.5932203,33.4957673,-84.0873206,13151070208,McDonough
14882,137A01022000,"108 SIMEON DR Henry County, GA",10/26/18,2018,10,2018-10,218000,1996,1836,118.7363834,33.4957759,-84.0844693,13151070208,McDonough
14897,120B01068000,"312 NOAH PL Henry County, GA",3/3/22,2022,3,2022-3,550000,2006,3392,162.1462264,33.4960282,-84.1143617,13151070208,McDonough
14899,120B01034000,"246 ENFIELD LN Henry County, GA",2/24/20,2020,2,2020-2,504900,2016,3922,128.7353391,33.4960512,-84.1107115,13151070208,McDonough
14924,104A01004000,"415 JANA LN Henry County, GA",2/5/21,2021,2,2021-2,165000,1989,1359,121.4128035,33.496346,-84.1436579,13151070208,McDonough
14941,120A01060000,"256 COUNTRY LAKE DR Henry County, GA",11/10/22,2022,11,2022-11,375000,1993,2138,175.3975678,33.4964672,-84.0942316,13151070208,McDonough
14945,120B01001000,"201 ENFIELD LN Henry County, GA",6/27/19,2019,6,2019-6,390000,2018,3386,115.1801536,33.4964788,-84.1165063,13151070208,McDonough
14951,137A01026000,"305 LIBERTY CT Henry County, GA",11/9/18,2018,11,2018-11,225000,1996,1916,117.4321503,33.4965412,-84.0852575,13151070208,McDonough
14954,120A01069000,"105 CREEKVIEW DR Henry County, GA",9/27/21,2021,9,2021-9,275000,1995,1720,159.8837209,33.4965521,-84.0928082,13151070208,McDonough
14955,120B01035000,"234 ENFIELD LN Henry County, GA",8/20/18,2018,8,2018-8,437300,2017,4049,108.0019758,33.4965577,-84.1108146,13151070208,McDonough
14956,120B01070000,"210 ENFIELD LN Henry County, GA",4/12/19,2019,4,2019-4,406000,2007,3868,104.9638056,33.4965621,-84.1150422,13151070208,McDonough
14957,120B01070000,"210 ENFIELD LN Henry County, GA",11/13/18,2018,11,2018-11,402200,2007,3868,103.9813857,33.4965621,-84.1150422,13151070208,McDonough
14974,104A01005000,"25 SALEM CIR Henry County, GA",11/25/19,2019,11,2019-11,168000,1990,1934,86.86659772,33.4967763,-84.1435342,13151070208,McDonough
14977,104-01017000,"31 WEST KNIGHT RD Henry County, GA",9/30/20,2020,9,2020-9,190000,1983,1121,169.4915254,33.4967959,-84.1319494,13151070208,McDonough
14987,120B01002000,"205 ENFIELD LN Henry County, GA",7/12/22,2022,7,2022-7,625000,2018,4024,155.3180915,33.4969104,-84.1159495,13151070208,McDonough
14988,120B01002000,"205 ENFIELD LN Henry County, GA",7/22/19,2019,7,2019-7,425000,2018,4024,105.6163022,33.4969104,-84.1159495,13151070208,McDonough
15014,104A01009000,"35 SALEM CT Henry County, GA",6/23/22,2022,6,2022-6,275000,1989,1410,195.035461,33.4971346,-84.1418853,13151070208,McDonough
15020,120B01011000,"233 ENFIELD LN Henry County, GA",5/17/19,2019,5,2019-5,454900,2018,4051,112.2932609,33.4971879,-84.1112271,13151070208,McDonough
15021,120B01003000,"209 ENFIELD LN Henry County, GA",7/12/18,2018,7,2018-7,399900,2017,4162,96.08361365,33.4972131,-84.115434,13151070208,McDonough
15022,120B01003000,"209 ENFIELD LN Henry County, GA",10/27/21,2021,10,2021-10,580000,2017,4162,139.3560788,33.4972131,-84.115434,13151070208,McDonough
15023,120B01009000,"225 ENFIELD LN Henry County, GA",5/18/21,2021,5,2021-5,879000,2016,5675,154.8898678,33.4972192,-84.111887,13151070208,McDonough
15033,119D01007000,"124 STANDFORD DR Henry County, GA",2/20/20,2020,2,2020-2,370000,2019,3244,114.0567201,33.4973945,-84.0953868,13151070208,McDonough
15048,104A01027000,"555 JANA LN Henry County, GA",2/12/21,2021,2,2021-2,215000,1990,1476,145.6639566,33.4975288,-84.1400714,13151070208,McDonough
15049,104A01027000,"555 JANA LN Henry County, GA",11/25/20,2020,11,2020-11,201300,1990,1476,136.3821138,33.4975288,-84.1400714,13151070208,McDonough
15050,119D01008000,"128 STANDFORD DR Henry County, GA",6/9/20,2020,6,2020-6,380000,2019,3645,104.2524005,33.4975344,-84.0951186,13151070208,McDonough
15053,104-01015005,"220 BRYANS DR Henry County, GA",5/4/22,2022,5,2022-5,240000,1988,1531,156.7602874,33.4975654,-84.1316195,13151070208,McDonough
15056,137A01045000,"605 ENGLISH CT Henry County, GA",6/10/20,2020,6,2020-6,222000,1997,1869,118.7800963,33.4976003,-84.0868874,13151070208,McDonough
15059,137A01048000,"604 ENGLISH CT Henry County, GA",2/12/19,2019,2,2019-2,229000,1998,2035,112.5307125,33.4976227,-84.0878157,13151070208,McDonough
15061,120B01005000,"300 NOAH PL Henry County, GA",4/20/20,2020,4,2020-4,732400,2007,4173,175.509226,33.4976817,-84.1142792,13151070208,McDonough
15069,120B01006000,"301 NOAH PL Henry County, GA",2/27/20,2020,2,2020-2,523500,2007,4030,129.9007444,33.4978398,-84.1134749,13151070208,McDonough
15071,104A01028000,"565 JANA LN Henry County, GA",3/21/22,2022,3,2022-3,309900,1990,1692,183.1560284,33.4978497,-84.1404012,13151070208,McDonough
15072,104A01028000,"565 JANA LN Henry County, GA",12/19/19,2019,12,2019-12,174000,1990,1692,102.8368794,33.4978497,-84.1404012,13151070208,McDonough
15088,119D01009000,"129 STANDFORD DR Henry County, GA",6/1/20,2020,6,2020-6,390000,2019,3980,97.98994975,33.4979855,-84.0949742,13151070208,McDonough
15092,137A01085000,"406 FREEDOM DR Henry County, GA",1/30/20,2020,1,2020-1,295000,1998,3667,80.44723207,33.4980214,-84.082934,13151070208,McDonough
15105,120-01037001,"1199 ELLIOTT RD Henry County, GA",6/24/20,2020,6,2020-6,442000,2005,3620,122.0994475,33.4981284,-84.1163413,13151070208,McDonough
15108,137A01086000,"412 FREEDOM DR Henry County, GA",6/18/21,2021,6,2021-6,268000,1998,2168,123.6162362,33.4981556,-84.0834419,13151070208,McDonough
15109,137A01049000,"600 ENGLISH CT Henry County, GA",7/19/19,2019,7,2019-7,237500,1998,2145,110.7226107,33.4981838,-84.087692,13151070208,McDonough
15119,119D01006000,"120 STANDFORD DR Henry County, GA",4/30/19,2019,4,2019-4,409200,2018,4173,98.0589504,33.4982338,-84.0960675,13151070208,McDonough
15120,119D01006000,"120 STANDFORD DR Henry County, GA",5/26/21,2021,5,2021-5,465000,2018,4173,111.4306254,33.4982338,-84.0960675,13151070208,McDonough
15126,104-01014000,"258 BRYANS DR Henry County, GA",9/1/20,2020,9,2020-9,325500,1988,2112,154.1193182,33.4983101,-84.1326091,13151070208,McDonough
15129,119D01010000,"125 STANDFORD DR Henry County, GA",1/16/20,2020,1,2020-1,395000,2018,3733,105.813019,33.4983462,-84.0952217,13151070208,McDonough
15138,119D01004000,"112 STANDFORD DR Henry County, GA",3/30/20,2020,3,2020-3,373900,2019,2924,127.872777,33.4984404,-84.097202,13151070208,McDonough
15148,119D01001000,"100 STANDFORD DR Henry County, GA",4/9/21,2021,4,2021-4,399000,2020,3647,109.4049904,33.4986072,-84.0987125,13151070208,McDonough
15149,119D01003000,"108 STANDFORD DR Henry County, GA",4/18/19,2019,4,2019-4,385200,2018,3794,101.5287296,33.4986156,-84.0976764,13151070208,McDonough
15154,119D01002000,"104 STANDFORD DR Henry County, GA",8/27/20,2020,8,2020-8,408000,2019,3882,105.1004637,33.4986392,-84.0981715,13151070208,McDonough
15158,137A01080000,"423 FREEDOM DR Henry County, GA",1/28/22,2022,1,2022-1,325000,1996,2342,138.7702818,33.4987105,-84.0841021,13151070208,McDonough
15159,137A01080000,"423 FREEDOM DR Henry County, GA",10/1/21,2021,10,2021-10,313200,1996,2342,133.7318531,33.4987105,-84.0841021,13151070208,McDonough
15160,137A01080000,"423 FREEDOM DR Henry County, GA",8/7/20,2020,8,2020-8,260000,1996,2342,111.0162254,33.4987105,-84.0841021,13151070208,McDonough
15161,137A01081000,"419 FREEDOM DR Henry County, GA",7/26/21,2021,7,2021-7,375000,1997,2211,169.6065129,33.4987324,-84.0836482,13151070208,McDonough
15168,137A01077000,"437 FREEDOM DR Henry County, GA",7/17/20,2020,7,2020-7,222000,1997,2150,103.255814,33.4987467,-84.0853194,13151070208,McDonough
15170,137A01076000,"443 FREEDOM DR Henry County, GA",5/3/19,2019,5,2019-5,238000,1997,1990,119.5979899,33.4987703,-84.0858145,13151070208,McDonough
15174,120-01035001,"121 EAST KNIGHT RD Henry County, GA",6/19/20,2020,6,2020-6,288000,1985,1882,153.0286929,33.4988057,-84.113972,13151070208,McDonough
15187,119D01013000,"121 STANDFORD DR Henry County, GA",6/17/19,2019,6,2019-6,401000,2018,4098,97.85261103,33.4989316,-84.0960675,13151070208,McDonough
15189,119D01012000,"205 SAILORS DR Henry County, GA",7/25/22,2022,7,2022-7,625000,2020,3773,165.6506759,33.4989686,-84.0954693,13151070208,McDonough
15204,119D01015000,"113 STANDFORD DR Henry County, GA",2/13/20,2020,2,2020-2,400000,2019,3734,107.1237279,33.4991382,-84.097202,13151070208,McDonough
15209,104-01035000,"188 WEST KNIGHT RD Henry County, GA",10/4/21,2021,10,2021-10,220400,1962,2554,86.29600626,33.499231,-84.128637,13151070208,McDonough
15211,119D01017000,"105 STANDFORD DR Henry County, GA",4/24/20,2020,4,2020-4,400000,2019,4284,93.37068161,33.4992687,-84.0981096,13151070208,McDonough
15212,119D01017000,"105 STANDFORD DR Henry County, GA",4/27/22,2022,4,2022-4,615000,2019,4284,143.557423,33.4992687,-84.0981096,13151070208,McDonough
15214,119-02012002,"2136 AIRLINE RD Henry County, GA",7/14/20,2020,7,2020-7,421500,2019,4368,96.49725275,33.4992961,-84.0986872,13151070208,McDonough
15234,119-02012001,"2140 AIRLINE RD Henry County, GA",5/7/21,2021,5,2021-5,436100,2020,3739,116.635464,33.499812,-84.098569,13151070208,McDonough
15259,119-02012003,"2144 AIRLINE RD Henry County, GA",5/7/21,2021,5,2021-5,432500,2020,4143,104.392952,33.5002278,-84.0985693,13151070208,McDonough
15288,119-02012004,"2148 AIRLINE RD Henry County, GA",7/7/21,2021,7,2021-7,419500,2020,3794,110.56932,33.5006006,-84.0986047,13151070208,McDonough
15308,119-02015003,"184 EAST KNIGHT RD Henry County, GA",9/6/21,2021,9,2021-9,330000,1994,1786,184.7704367,33.5009431,-84.1053493,13151070208,McDonough
15322,136-01027000,"1800 EAST LAKE RD Henry County, GA",4/14/22,2022,4,2022-4,298000,1943,1685,176.8545994,33.5011504,-84.0794804,13151070208,McDonough
15323,136-01027000,"1800 EAST LAKE RD Henry County, GA",1/15/21,2021,1,2021-1,200000,1943,1685,118.694362,33.5011504,-84.0794804,13151070208,McDonough
15377,119-02033000,"1246 ELLIOTT RD Henry County, GA",5/29/20,2020,5,2020-5,475000,2006,3954,120.1315124,33.5017138,-84.1146916,13151070208,McDonough
15388,103B01047000,"1423 NEW HOLLAND CIR Henry County, GA",5/23/22,2022,5,2022-5,460000,2015,2860,160.8391608,33.5017813,-84.1276199,13151070208,McDonough
15403,103B01046000,"1421 NEW HOLLAND CIR Henry County, GA",8/6/19,2019,8,2019-8,200000,2006,1797,111.2966055,33.5018916,-84.1272402,13151070208,McDonough
15406,103B01023000,"1515 SMITHFIELD DR Henry County, GA",7/15/20,2020,7,2020-7,250000,2006,2408,103.820598,33.5019044,-84.1246922,13151070208,McDonough
15423,103B01025000,"1516 SMITHFIELD DR Henry County, GA",7/12/18,2018,7,2018-7,258900,2005,2488,104.0594855,33.5020704,-84.1254345,13151070208,McDonough
15439,103B01022000,"1513 SMITHFIELD DR Henry County, GA",3/2/18,2018,3,2018-3,210500,2006,1869,112.6270733,33.5021544,-84.1244448,13151070208,McDonough
15456,103B01044000,"1417 NEW HOLLAND CIR Henry County, GA",9/1/20,2020,9,2020-9,265900,2014,1929,137.8434422,33.5024798,-84.1267128,13151070208,McDonough
15459,119A01044000,"219 OVERLAND TRL Henry County, GA",6/20/18,2018,6,2018-6,315000,2001,3043,103.5162668,33.5025032,-84.1124851,13151070208,McDonough
15462,103B01050000,"1418 NEW HOLLAND CIR Henry County, GA",1/8/21,2021,1,2021-1,283900,2015,1984,143.0947581,33.5025169,-84.1274962,13151070208,McDonough
15467,103B01027000,"1512 SMITHFIELD DR Henry County, GA",12/18/20,2020,12,2020-12,277000,2004,2386,116.093881,33.5025742,-84.1250221,13151070208,McDonough
15483,103B01043000,"1415 NEW HOLLAND CIR Henry County, GA",3/21/22,2022,3,2022-3,360000,2015,2056,175.0972763,33.5027793,-84.1265891,13151070208,McDonough
15484,103B01043000,"1415 NEW HOLLAND CIR Henry County, GA",7/31/18,2018,7,2018-7,220000,2015,2056,107.0038911,33.5027793,-84.1265891,13151070208,McDonough
15500,119A01035000,"208 OVERLAND TRL Henry County, GA",5/28/20,2020,5,2020-5,330000,2002,2766,119.3058568,33.5030771,-84.110794,13151070208,McDonough
15508,103B01042000,"1413 NEW HOLLAND CIR Henry County, GA",6/26/20,2020,6,2020-6,269900,2015,2448,110.253268,33.5031777,-84.1267128,13151070208,McDonough
15509,119A01031000,"224 OVERLAND TRL Henry County, GA",6/10/20,2020,6,2020-6,329900,2001,2560,128.8671875,33.5031848,-84.1130625,13151070208,McDonough
15511,103B01019000,"1507 SMITHFIELD DR Henry County, GA",6/11/18,2018,6,2018-6,227000,2005,2393,94.86000836,33.5032063,-84.1240943,13151070208,McDonough
15512,103B01019000,"1507 SMITHFIELD DR Henry County, GA",11/15/18,2018,11,2018-11,250000,2005,2393,104.4713748,33.5032063,-84.1240943,13151070208,McDonough
15528,119A01049000,"229 OVERLAND TRL Henry County, GA",10/16/20,2020,10,2020-10,325000,2001,2713,119.7935864,33.5034153,-84.1137843,13151070208,McDonough
15546,119A01030000,"228 OVERLAND TRL Henry County, GA",10/22/18,2018,10,2018-10,352000,2001,2623,134.1974838,33.503617,-84.11298,13151070208,McDonough
15559,119A01021000,"315 HORIZON CT Henry County, GA",10/22/19,2019,10,2019-10,340000,2001,3483,97.61699684,33.5039234,-84.1111652,13151070208,McDonough
15560,119A01023000,"320 HORIZON CT Henry County, GA",8/23/22,2022,8,2022-8,425000,2001,2557,166.2104028,33.5039476,-84.1121345,13151070208,McDonough
15562,119A01020000,"116 CROWN SPRINGS DR Henry County, GA",10/12/18,2018,10,2018-10,320000,2002,2678,119.4921583,33.5039643,-84.1106497,13151070208,McDonough
15570,119A01029000,"232 OVERLAND TRL Henry County, GA",8/24/20,2020,8,2020-8,329900,2001,2541,129.8307753,33.5040779,-84.1130419,13151070208,McDonough
15573,119A01018000,"120 CROWN SPRINGS DR Henry County, GA",4/20/20,2020,4,2020-4,330000,2002,2725,121.1009174,33.5041224,-84.1098454,13151070208,McDonough
15579,119A01024000,"310 HORIZON CT Henry County, GA",9/25/18,2018,9,2018-9,345000,2002,3102,111.2185687,33.5042776,-84.1121964,13151070208,McDonough
15581,119A01051000,"233 OVERLAND TRL Henry County, GA",1/31/18,2018,1,2018-1,375000,2000,2544,147.4056604,33.5042876,-84.1137843,13151070208,McDonough
15596,103B01033000,"1015 CLOVER LEAF DR Henry County, GA",10/24/18,2018,10,2018-10,205000,2005,1741,117.7484204,33.5045922,-84.1252695,13151070208,McDonough
15599,119A01015000,"115 CROWN SPRINGS DR Henry County, GA",5/9/22,2022,5,2022-5,505000,2001,3440,146.8023256,33.5047344,-84.110794,13151070208,McDonough
15603,103B01037000,"1403 NEW HOLLAND CIR Henry County, GA",8/31/20,2020,8,2020-8,273000,2006,2447,111.5651819,33.5048428,-84.1268777,13151070208,McDonough
15612,119A01027000,"240 OVERLAND TRL Henry County, GA",1/29/21,2021,1,2021-1,324000,2002,2608,124.2331288,33.5050445,-84.1127325,13151070208,McDonough
15613,119A01053000,"239 OVERLAND TRL Henry County, GA",7/24/19,2019,7,2019-7,350000,2002,2918,119.9451679,33.5050608,-84.1135368,13151070208,McDonough
15614,119A01055000,"100 CROWN SPRINGS DR Henry County, GA",7/28/22,2022,7,2022-7,420000,2000,2584,162.5386997,33.5050747,-84.1152071,13151070208,McDonough
15620,103B01035000,"1305 CRIMSON LN Henry County, GA",5/20/22,2022,5,2022-5,345000,2002,2104,163.973384,33.5051806,-84.1257231,13151070208,McDonough
15621,103B01011000,"1014 CLOVER LEAF DR Henry County, GA",12/15/21,2021,12,2021-12,362500,2004,2338,155.0470488,33.5051871,-84.1249396,13151070208,McDonough
15622,103B01011000,"1014 CLOVER LEAF DR Henry County, GA",9/13/19,2019,9,2019-9,229000,2004,2338,97.94696322,33.5051871,-84.1249396,13151070208,McDonough
15625,103B01058000,"1325 CRIMSON LN Henry County, GA",12/27/19,2019,12,2019-12,244600,2002,2309,105.9333045,33.505219,-84.127455,13151070208,McDonough
15633,103B01010000,"1012 CLOVER LEAF DR Henry County, GA",11/10/20,2020,11,2020-11,272000,2002,2105,129.216152,33.5055002,-84.1251046,13151070208,McDonough
15638,119A01011000,"107 CROWN SPRINGS DR Henry County, GA",9/7/20,2020,9,2020-9,345000,2001,2353,146.6213345,33.5056323,-84.1127119,13151070208,McDonough
15639,119A01011000,"107 CROWN SPRINGS DR Henry County, GA",4/2/18,2018,4,2018-4,324900,2001,2353,138.079048,33.5056323,-84.1127119,13151070208,McDonough
15641,119A01003000,"105 CROWN SPRINGS DR Henry County, GA",4/18/22,2022,4,2022-4,367000,2002,2335,157.1734475,33.5056636,-84.1133718,13151070208,McDonough
15650,103B01062000,"1330 CRIMSON LN Henry County, GA",3/26/18,2018,3,2018-3,249900,2003,2628,95.0913242,33.5058804,-84.1271457,13151070208,McDonough
15655,103B01006000,"1106 BERMUDA LN Henry County, GA",5/31/19,2019,5,2019-5,229700,2002,2286,100.4811899,33.5059272,-84.1239912,13151070208,McDonough
15663,119A01009000,"252 OVERLAND TRL Henry County, GA",4/29/21,2021,4,2021-4,365000,2002,2085,175.059952,33.5061868,-84.1119901,13151070208,McDonough
15700,103-01016003,"372 EAST LAKE RD Henry County, GA",9/20/22,2022,9,2022-9,247500,1900,1994,124.1223671,33.506832,-84.1269808,13151070208,McDonough
15712,119-02023002,"198 ROWAN DR Henry County, GA",3/29/19,2019,3,2019-3,249500,1999,3423,72.88927841,33.506988,-84.1003992,13151070208,McDonough
15727,103B01069000,"1001 CLOVER LEAF DR Henry County, GA",8/25/21,2021,8,2021-8,340000,2003,2285,148.7964989,33.5071684,-84.1258545,13151070208,McDonough
15770,119-01044000,"1525 ELLIOTT RD Henry County, GA",1/31/20,2020,1,2020-1,334500,2019,3124,107.0742638,33.5078235,-84.1147741,13151070208,McDonough
15774,103D01001000,"100 SHELTON DR Henry County, GA",9/21/21,2021,9,2021-9,475000,2015,4203,113.0145134,33.5079035,-84.1256613,13151070208,McDonough
15815,103L01005000,"317 REXMERE RD Henry County, GA",5/20/22,2022,5,2022-5,431000,2021,3081,139.8896462,33.5085855,-84.1308567,13151070208,McDonough
15816,103-01009003,"521 EAST LAKE RD Henry County, GA",7/1/20,2020,7,2020-7,415000,2003,3826,108.4683743,33.5085882,-84.1217025,13151070208,McDonough
15817,103L01014000,"310 REXMERE RD Henry County, GA",5/18/22,2022,5,2022-5,426900,2021,2716,157.179676,33.5086454,-84.1302795,13151070208,McDonough
15823,119-01020000,"157 GREEN CIR Henry County, GA",1/24/22,2022,1,2022-1,215000,1960,1556,138.1748072,33.50876,-84.1046481,13151070208,McDonough
15825,103D01004000,"112 SHELTON DR Henry County, GA",8/26/21,2021,8,2021-8,398000,2013,3548,112.1758737,33.5089501,-84.1256613,13151070208,McDonough
15834,136-01031000,"246 CRONAN DR Henry County, GA",8/30/22,2022,8,2022-8,900000,1986,1620,555.5555556,33.509163,-84.082939,13151070208,McDonough
15835,103L01008000,"329 REXMERE RD Henry County, GA",6/6/22,2022,6,2022-6,442900,2021,3396,130.418139,33.5091961,-84.1308567,13151070208,McDonough
15837,119-01021001,"165 GREEN CIR Henry County, GA",9/30/21,2021,9,2021-9,247000,1995,1385,178.3393502,33.5093548,-84.1043181,13151070208,McDonough
15866,103-01009000,"497 EAST LAKE RD Henry County, GA",7/1/21,2021,7,2021-7,422000,2001,1692,249.4089835,33.509814,-84.120878,13151070208,McDonough
15869,119-01015000,"899 EAST LAKE RD Henry County, GA",1/3/20,2020,1,2020-1,383000,2000,2808,136.3960114,33.509873,-84.1083398,13151070208,McDonough
15874,103L01054000,"136 CAMDALE CT Henry County, GA",4/28/22,2022,4,2022-4,479500,2021,3302,145.2150212,33.5100541,-84.1287126,13151070208,McDonough
15879,103-01020021,"85 JOHN ELLIOTT RD Henry County, GA",7/24/20,2020,7,2020-7,190000,1988,1892,100.422833,33.5101009,-84.1241768,13151070208,McDonough
15880,103L01018000,"137 CAMDALE CT Henry County, GA",3/16/22,2022,3,2022-3,530900,2021,3895,136.3029525,33.5101022,-84.1292693,13151070208,McDonough
15885,103L01053000,"140 CAMDALE CT Henry County, GA",4/26/22,2022,4,2022-4,493900,2021,3118,158.4028223,33.5102513,-84.1287332,13151070208,McDonough
15888,119-01023000,"209 GREEN CIR Henry County, GA",3/6/20,2020,3,2020-3,232000,2006,1612,143.9205955,33.5102914,-84.1042975,13151070208,McDonough
15892,103L01019000,"131 CAMDALE CT Henry County, GA",4/14/22,2022,4,2022-4,519900,2021,3822,136.0282575,33.510312,-84.12928,13151070208,McDonough
15895,119-01045000,"1585 ELLIOTT RD Henry County, GA",12/18/20,2020,12,2020-12,280000,2019,2513,111.4206128,33.5104036,-84.1144648,13151070208,McDonough
15898,103K01026000,"248 SETH TER Henry County, GA",3/3/21,2021,3,2021-3,444200,2020,3615,122.8769018,33.5104396,-84.1364022,13151070208,McDonough
15899,103L01052000,"144 CAMDALE CT Henry County, GA",6/3/22,2022,6,2022-6,450500,2021,2463,182.907024,33.5104674,-84.128692,13151070208,McDonough
15903,103L01020000,"145 CAMDALE CT Henry County, GA",3/30/22,2022,3,2022-3,527900,2021,3529,149.5891187,33.5105364,-84.129228,13151070208,McDonough
15915,103L01051000,"148 CAMDALE CT Henry County, GA",5/5/22,2022,5,2022-5,487100,2021,3182,153.079824,33.5106646,-84.1287126,13151070208,McDonough
15922,103-01020003,"123 JOHN ELLIOTT RD Henry County, GA",8/30/18,2018,8,2018-8,139900,1987,1394,100.3586801,33.5107304,-84.1241149,13151070208,McDonough
15925,103L01021000,"149 CAMDALE CT Henry County, GA",2/22/22,2022,2,2022-2,480000,2021,3286,146.0742544,33.5107753,-84.1292074,13151070208,McDonough
15933,103D01009000,"132 SHELTON DR Henry County, GA",10/1/19,2019,10,2019-10,360000,2015,4200,85.71428571,33.5108691,-84.1256534,13151070208,McDonough
15935,103L01050000,"152 CAMDALE CT Henry County, GA",5/6/22,2022,5,2022-5,478700,2021,3038,157.5707702,33.5109035,-84.128692,13151070208,McDonough
15939,103K01028000,"247 SETH TER Henry County, GA",3/31/21,2021,3,2021-3,438900,2020,3488,125.831422,33.5109844,-84.1368557,13151070208,McDonough
15946,103L01023000,"405 SAFFRON LN Henry County, GA",1/18/22,2022,1,2022-1,484900,2021,3892,124.5889003,33.5111319,-84.1293724,13151070208,McDonough
15955,119-01009000,"2525 AIRLINE RD Henry County, GA",11/2/21,2021,11,2021-11,540000,1899,2890,186.8512111,33.5111758,-84.0976764,13151070208,McDonough
15965,103L01048000,"160 CAMDALE CT Henry County, GA",4/20/22,2022,4,2022-4,431800,2021,2661,162.2698234,33.511296,-84.128692,13151070208,McDonough
15970,103K01030000,"239 SETH TER Henry County, GA",3/31/21,2021,3,2021-3,405600,2020,4020,100.8955224,33.511336,-84.1359899,13151070208,McDonough
15974,103D01083000,"313 HITT TRCE Henry County, GA",8/20/20,2020,8,2020-8,336000,2015,2818,119.2334989,33.5113624,-84.1273313,13151070208,McDonough
15976,103D01086000,"133 SHELTON DR Henry County, GA",5/14/18,2018,5,2018-5,325000,2013,3369,96.4677946,33.5113989,-84.1262592,13151070208,McDonough
15994,103L01027000,"412 SAFFRON LN Henry County, GA",3/10/22,2022,3,2022-3,530900,2021,3901,136.0933094,33.5116637,-84.1300115,13151070208,McDonough
15998,103L01028000,"408 SAFFRON LN Henry County, GA",4/22/22,2022,4,2022-4,540900,2021,3779,143.133104,33.5116709,-84.1297022,13151070208,McDonough
16000,119-01037000,"1624 ELLIOTT RD Henry County, GA",5/12/20,2020,5,2020-5,270000,1977,2100,128.5714286,33.5117089,-84.1162382,13151070208,McDonough
16014,103K01020000,"224 SETH TER Henry County, GA",4/9/21,2021,4,2021-4,461300,2020,3556,129.7244094,33.5118783,-84.1345469,13151070208,McDonough
16018,103D01072000,"314 HITT TRCE Henry County, GA",4/17/18,2018,4,2018-4,302000,2013,3697,81.68785502,33.5119235,-84.1272076,13151070208,McDonough
16033,103D01079000,"329 HITT TRCE Henry County, GA",8/17/20,2020,8,2020-8,325000,2015,3257,99.78507829,33.512038,-84.1277849,13151070208,McDonough
16034,103-01020005,"183 JOHN ELLIOTT RD Henry County, GA",4/19/22,2022,4,2022-4,310000,1986,1404,220.7977208,33.51204,-84.1250634,13151070208,McDonough
16035,103L01033000,"197 CAMDALE CT Henry County, GA",4/27/22,2022,4,2022-4,490500,2021,3399,144.3071492,33.5120425,-84.1297228,13151070208,McDonough
16056,103K01019000,"220 SETH TER Henry County, GA",2/17/21,2021,2,2021-2,399500,2020,3984,100.2761044,33.5122135,-84.1342583,13151070208,McDonough
16062,103D01073000,"332 HITT TRCE Henry County, GA",8/8/19,2019,8,2019-8,395000,2013,4956,79.70137207,33.5122665,-84.1270839,13151070208,McDonough
16087,103D01068000,"151 SHELTON DR Henry County, GA",2/28/19,2019,2,2019-2,286400,2007,3248,88.1773399,33.5125614,-84.1264035,13151070208,McDonough
16094,119-01010001,"300 GREEN CIR Henry County, GA",8/20/21,2021,8,2021-8,300000,1965,2009,149.3280239,33.5126289,-84.101693,13151070208,McDonough
16118,119-01030004,"1709 ELLIOTT RD Henry County, GA",9/22/21,2021,9,2021-9,405000,2019,2576,157.2204969,33.5128259,-84.1141789,13151070208,McDonough
16123,136-01001021,"3300 ROGERS RD Henry County, GA",8/16/19,2019,8,2019-8,355000,2016,2560,138.671875,33.5128688,-84.0746519,13151070208,McDonough
16146,103K01012000,"213 SETH TER Henry County, GA",2/19/21,2021,2,2021-2,422900,2020,4020,105.199005,33.5131485,-84.1337188,13151070208,McDonough
16153,103D01016000,"160 SHELTON DR Henry County, GA",9/22/21,2021,9,2021-9,376000,2007,3105,121.0950081,33.5132279,-84.1257437,13151070208,McDonough
16154,103D01063000,"413 UNION GROVE WAY Henry County, GA",8/7/19,2019,8,2019-8,389900,2013,5374,72.55303312,33.5132305,-84.1276405,13151070208,McDonough
